name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,32514634,3,5.76s,1.13s,18.85us,1.13s,243.56us,1.13s,1.13s
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,32514634,5,5.41s,670.61ms,378.92us,670.53ms,324.13us,670.15ms,670.98ms
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,32514634,3,7.46s,1.48s,226.26us,1.48s,1.36ms,1.48s,1.48s
curated/04-ruff-noqa/real,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,32514634,118,4.61s,25.77ms,115.97us,25.61ms,499.15us,23.30ms,27.95ms
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,32514634,6,4.61s,505.07ms,420.50us,505.69ms,1.24ms,504.63ms,508.00ms
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,32514634,8,5.16s,423.21ms,466.47us,422.99ms,638.64us,422.17ms,423.72ms
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,32514634,5,4.96s,614.93ms,1.56ms,615.05ms,1.74ms,612.73ms,617.45ms
curated/04-ruff-noqa/tweaked,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,32514634,109,4.56s,27.58ms,48.29us,27.59ms,116.10us,27.37ms,28.33ms
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,,231474,4.62s,11.78us,180.00ns,11.88us,617.00ns,10.80us,49.24us
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,,12821,4.56s,228.21us,2.52us,229.82us,7.32us,220.34us,352.12us
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,,217043,4.62s,12.26us,166.00ns,12.36us,647.00ns,11.27us,67.47us
curated/04-ruff-noqa/compile-real,compile,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,,39681,4.56s,69.21us,1.31us,69.77us,3.10us,62.85us,126.00us
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,150600,11,4.91s,285.65ms,355.43us,285.63ms,439.42us,284.85ms,286.34ms
curated/05-lexer-veryl/single,count-captures,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,150600,144,4.56s,20.89ms,34.90us,20.89ms,63.27us,20.75ms,21.09ms
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,,4956,4.51s,202.76us,2.24us,204.60us,10.43us,193.00us,358.83us
curated/05-lexer-veryl/compile-single,compile,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,,3875,4.51s,328.88us,5.12us,330.60us,10.26us,309.26us,413.35us
curated/05-lexer-veryl/multi,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,150600,992,4.51s,2.99ms,40.10us,3.03ms,180.10us,2.66ms,3.89ms
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,107,422983,4.72s,6.93us,98.00ns,7.05us,676.00ns,5.94us,143.46us
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,107,1000000,4.40s,2.26us,52.00ns,2.29us,257.00ns,2.06us,40.73us
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,107,405415,4.72s,7.29us,72.00ns,7.36us,517.00ns,6.06us,112.36us
curated/06-cloud-flare-redos/original,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,107,1000000,0.99s,209.00ns,1.00ns,212.00ns,62.00ns,189.00ns,21.16us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,102,554879,4.78s,5.31us,55.00ns,5.37us,421.00ns,4.98us,45.16us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,102,1000000,3.14s,1.23us,25.00ns,1.26us,160.00ns,1.13us,36.73us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,102,511732,4.78s,5.77us,65.00ns,5.82us,394.00ns,5.36us,55.64us
curated/06-cloud-flare-redos/simplified-short,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,102,1000000,686.58ms,72.00ns,1.00ns,73.00ns,35.00ns,65.00ns,4.76us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,10001,5934,4.51s,504.33us,4.17us,505.56us,12.82us,479.04us,733.08us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,10001,31737,4.56s,93.86us,4.43us,94.45us,6.28us,81.75us,334.32us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,10001,5346,4.51s,560.33us,4.53us,561.17us,11.94us,536.14us,782.92us
curated/06-cloud-flare-redos/simplified-long,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,10001,1000000,890.56ms,147.00ns,2.00ns,153.00ns,59.00ns,137.00ns,20.77us
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,1913704,27,4.61s,110.95ms,506.01us,111.55ms,3.11ms,109.71ms,126.81ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,1913704,40,4.56s,75.76ms,100.91us,75.79ms,175.25us,75.49ms,76.37ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,1913704,46,4.56s,65.77ms,205.15us,65.79ms,266.95us,65.37ms,66.44ms
curated/07-unicode-character-data/parse-line,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,1913704,472,4.56s,6.34ms,36.05us,6.37ms,97.81us,6.22ms,6.88ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,,148159,4.62s,17.75us,265.00ns,17.90us,1.08us,15.19us,187.36us
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,,8585,4.51s,338.71us,3.62us,343.17us,35.48us,308.33us,1.79ms
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,,111064,4.56s,22.84us,544.00ns,23.04us,1.15us,20.88us,62.24us
curated/07-unicode-character-data/compile,compile,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,,68585,4.56s,34.82us,540.00ns,35.12us,1.37us,32.10us,72.73us
curated/08-words/all-english,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,76401,3529,4.51s,848.15us,10.36us,850.06us,18.14us,805.66us,1.06ms
curated/08-words/all-russian,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,123942,425,4.56s,7.06ms,27.11us,7.08ms,80.13us,6.96ms,7.94ms
curated/08-words/long-english,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,76401,30132,4.56s,98.78us,65.00ns,99.52us,7.74us,98.58us,1.29ms
curated/08-words/long-russian,count-spans,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,123942,725,4.56s,4.14ms,13.53us,4.14ms,31.75us,4.06ms,4.36ms
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,32514634,1,8.76s,4.32s,0.00ns,4.32s,0.00ns,4.32s,4.32s
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,32514634,2,6.91s,2.29s,1.74ms,2.29s,1.74ms,2.29s,2.29s
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,32514634,2,5.01s,1.64s,1.44ms,1.64s,1.44ms,1.64s,1.64s
curated/09-aws-keys/full,grep-captures,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,32514634,137,4.56s,21.89ms,81.70us,22.00ms,281.34us,21.64ms,22.90ms
curated/09-aws-keys/quick,grep,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,32514634,3,5.36s,1.05s,1.61ms,1.06s,4.55ms,1.05s,1.06s
curated/09-aws-keys/quick,grep,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,32514634,10,4.71s,310.00ms,233.54us,310.07ms,505.50us,309.30ms,311.14ms
curated/09-aws-keys/quick,grep,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,32514634,5,5.21s,643.77ms,5.99ms,649.86ms,14.63ms,637.78ms,677.86ms
curated/09-aws-keys/quick,grep,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,32514634,136,4.56s,22.00ms,67.97us,22.07ms,222.31us,21.78ms,23.04ms
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,,59022,4.56s,43.10us,695.00ns,43.43us,1.85us,39.42us,87.43us
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,,2412,4.51s,1.23ms,6.86us,1.23ms,23.75us,1.19ms,1.51ms
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,,43547,4.56s,49.25us,0.98us,50.11us,5.79us,41.36us,190.53us
curated/09-aws-keys/compile-full,compile,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,,20574,4.56s,110.51us,1.74us,111.88us,9.50us,101.80us,414.33us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,,410093,4.72s,5.91us,105.00ns,5.95us,406.00ns,4.95us,56.10us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,,14970,4.56s,193.16us,3.48us,195.28us,9.62us,177.30us,823.74us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,,281676,4.67s,8.91us,145.00ns,9.01us,579.00ns,8.01us,57.25us
curated/09-aws-keys/compile-quick,compile,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,,113736,4.56s,18.95us,334.00ns,19.16us,1.02us,17.53us,51.08us
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,151522,856,4.51s,3.48ms,23.82us,3.51ms,144.60us,3.39ms,4.83ms
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,151522,2006,4.51s,1.49ms,11.65us,1.50ms,32.78us,1.41ms,1.79ms
